stock_code,quarter,model,forecast_sum,actual_sum,n_months,complete,months_included,estimate_type
16033,2010-Q2,M2_gbm_poisson,741.097700,720.000000,1,False,2010-06,
16043,2010-Q2,B2_ma3,17.000000,50.000000,1,False,2010-06,
16043,2010-Q2,M2_gbm_poisson,24.798800,50.000000,1,False,2010-06,
16044,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16044,2010-Q2,M2_gbm_poisson,2.325900,0.000000,1,False,2010-06,
16045,2010-Q2,B2_ma3,70.000000,0.000000,1,False,2010-06,
16045,2010-Q2,M2_gbm_poisson,80.014400,0.000000,1,False,2010-06,
16046,2010-Q2,B2_ma3,38.333300,13.000000,1,False,2010-06,
16046,2010-Q2,M2_gbm_poisson,23.531000,13.000000,1,False,2010-06,
16047,2010-Q2,B2_ma3,12.333300,0.000000,1,False,2010-06,
16047,2010-Q2,M2_gbm_poisson,24.728300,0.000000,1,False,2010-06,
16048,2010-Q2,B2_ma3,115.666700,26.000000,1,False,2010-06,
16048,2010-Q2,M2_gbm_poisson,142.215600,26.000000,1,False,2010-06,
16049,2010-Q2,B2_ma3,256.666700,0.000000,1,False,2010-06,
16049,2010-Q2,M2_gbm_poisson,214.779100,0.000000,1,False,2010-06,
16050,2010-Q2,B2_ma3,44.000000,0.000000,1,False,2010-06,
16050,2010-Q2,M2_gbm_poisson,14.184000,0.000000,1,False,2010-06,
16051,2010-Q2,B2_ma3,0.000000,36.000000,1,False,2010-06,
16051,2010-Q2,M2_gbm_poisson,4.249200,36.000000,1,False,2010-06,
16052,2010-Q2,B2_ma3,10.333300,120.000000,1,False,2010-06,
16052,2010-Q2,M2_gbm_poisson,82.089100,120.000000,1,False,2010-06,
16053,2010-Q2,B2_ma3,36.666700,50.000000,1,False,2010-06,
16053,2010-Q2,M2_gbm_poisson,51.398000,50.000000,1,False,2010-06,
16054,2010-Q2,B2_ma3,1.333300,0.000000,1,False,2010-06,
16054,2010-Q2,M2_gbm_poisson,3.836700,0.000000,1,False,2010-06,
16119,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16119,2010-Q2,M2_gbm_poisson,3.091100,0.000000,1,False,2010-06,
16151A,2010-Q2,B2_ma3,1.000000,0.000000,1,False,2010-06,
16151A,2010-Q2,M2_gbm_poisson,7.614800,0.000000,1,False,2010-06,
16156L,2010-Q2,B2_ma3,41.666700,50.000000,1,False,2010-06,
16156L,2010-Q2,M2_gbm_poisson,21.133300,50.000000,1,False,2010-06,
16156N,2010-Q2,B2_ma3,216.666700,25.000000,1,False,2010-06,
16156N,2010-Q2,M2_gbm_poisson,85.531900,25.000000,1,False,2010-06,
16156S,2010-Q2,B2_ma3,850.000000,950.000000,1,False,2010-06,
16156S,2010-Q2,M2_gbm_poisson,914.806700,950.000000,1,False,2010-06,
16161C,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16161C,2010-Q2,M2_gbm_poisson,4.249200,0.000000,1,False,2010-06,
16161E,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16161E,2010-Q2,M2_gbm_poisson,4.481100,0.000000,1,False,2010-06,
16161G,2010-Q2,B2_ma3,41.666700,0.000000,1,False,2010-06,
16161G,2010-Q2,M2_gbm_poisson,55.228200,0.000000,1,False,2010-06,
16161M,2010-Q2,B2_ma3,91.666700,25.000000,1,False,2010-06,
16161M,2010-Q2,M2_gbm_poisson,32.615700,25.000000,1,False,2010-06,
16161P,2010-Q2,B2_ma3,232.333300,1025.000000,1,False,2010-06,
16161P,2010-Q2,M2_gbm_poisson,173.589900,1025.000000,1,False,2010-06,
16161U,2010-Q2,B2_ma3,433.333300,500.000000,1,False,2010-06,
16161U,2010-Q2,M2_gbm_poisson,262.140200,500.000000,1,False,2010-06,
16162L,2010-Q2,B2_ma3,37.333300,14.000000,1,False,2010-06,
16162L,2010-Q2,M2_gbm_poisson,48.262600,14.000000,1,False,2010-06,
16168M,2010-Q2,B2_ma3,111.666700,78.000000,1,False,2010-06,
16168M,2010-Q2,M2_gbm_poisson,73.335500,78.000000,1,False,2010-06,
16168S,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16168S,2010-Q2,M2_gbm_poisson,4.249200,0.000000,1,False,2010-06,
16169A,2010-Q2,B2_ma3,8.333300,0.000000,1,False,2010-06,
16169A,2010-Q2,M2_gbm_poisson,99.855300,0.000000,1,False,2010-06,
16169C,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16169C,2010-Q2,M2_gbm_poisson,2.865700,0.000000,1,False,2010-06,
16169D,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16169D,2010-Q2,M2_gbm_poisson,3.091600,0.000000,1,False,2010-06,
16169F,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16169F,2010-Q2,M2_gbm_poisson,3.091600,0.000000,1,False,2010-06,
16169G,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16169G,2010-Q2,M2_gbm_poisson,2.801000,0.000000,1,False,2010-06,
16169K,2010-Q2,B2_ma3,75.000000,50.000000,1,False,2010-06,
16169K,2010-Q2,M2_gbm_poisson,44.562800,50.000000,1,False,2010-06,
16169M,2010-Q2,B2_ma3,58.333300,25.000000,1,False,2010-06,
16169M,2010-Q2,M2_gbm_poisson,22.436200,25.000000,1,False,2010-06,
16169N,2010-Q2,B2_ma3,91.666700,100.000000,1,False,2010-06,
16169N,2010-Q2,M2_gbm_poisson,54.842800,100.000000,1,False,2010-06,
16169P,2010-Q2,B2_ma3,116.666700,75.000000,1,False,2010-06,
16169P,2010-Q2,M2_gbm_poisson,63.052900,75.000000,1,False,2010-06,
16192,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16192,2010-Q2,M2_gbm_poisson,2.542500,0.000000,1,False,2010-06,
16201A,2010-Q2,B2_ma3,16.333300,0.000000,1,False,2010-06,
16201A,2010-Q2,M2_gbm_poisson,9.493000,0.000000,1,False,2010-06,
16201B,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16201B,2010-Q2,M2_gbm_poisson,2.214800,0.000000,1,False,2010-06,
16202A,2010-Q2,B2_ma3,5.333300,24.000000,1,False,2010-06,
16202A,2010-Q2,M2_gbm_poisson,9.252400,24.000000,1,False,2010-06,
16202B,2010-Q2,B2_ma3,23.333300,24.000000,1,False,2010-06,
16202B,2010-Q2,M2_gbm_poisson,26.437200,24.000000,1,False,2010-06,
16202C,2010-Q2,B2_ma3,18.333300,0.000000,1,False,2010-06,
16202C,2010-Q2,M2_gbm_poisson,13.950500,0.000000,1,False,2010-06,
16202E,2010-Q2,B2_ma3,12.333300,0.000000,1,False,2010-06,
16202E,2010-Q2,M2_gbm_poisson,21.542700,0.000000,1,False,2010-06,
16206B,2010-Q2,B2_ma3,3.333300,0.000000,1,False,2010-06,
16206B,2010-Q2,M2_gbm_poisson,16.377900,0.000000,1,False,2010-06,
16207A,2010-Q2,B2_ma3,4.666700,21.000000,1,False,2010-06,
16207A,2010-Q2,M2_gbm_poisson,16.089000,21.000000,1,False,2010-06,
16207B,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16207B,2010-Q2,M2_gbm_poisson,3.608400,0.000000,1,False,2010-06,
16212,2010-Q2,B2_ma3,52.666700,6.000000,1,False,2010-06,
16212,2010-Q2,M2_gbm_poisson,62.219000,6.000000,1,False,2010-06,
16215,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16215,2010-Q2,M2_gbm_poisson,2.177200,0.000000,1,False,2010-06,
16216,2010-Q2,B2_ma3,113.000000,31.000000,1,False,2010-06,
16216,2010-Q2,M2_gbm_poisson,133.740900,31.000000,1,False,2010-06,
16218,2010-Q2,B2_ma3,6.000000,54.000000,1,False,2010-06,
16218,2010-Q2,M2_gbm_poisson,26.000700,54.000000,1,False,2010-06,
16219,2010-Q2,B2_ma3,27.666700,46.000000,1,False,2010-06,
16219,2010-Q2,M2_gbm_poisson,197.480000,46.000000,1,False,2010-06,
16225,2010-Q2,B2_ma3,18.333300,17.000000,1,False,2010-06,
16225,2010-Q2,M2_gbm_poisson,29.736500,17.000000,1,False,2010-06,
16235,2010-Q2,B2_ma3,285.666700,203.000000,1,False,2010-06,
16235,2010-Q2,M2_gbm_poisson,381.149900,203.000000,1,False,2010-06,
16236,2010-Q2,B2_ma3,116.333300,66.000000,1,False,2010-06,
16236,2010-Q2,M2_gbm_poisson,139.983200,66.000000,1,False,2010-06,
16237,2010-Q2,B2_ma3,344.333300,361.000000,1,False,2010-06,
16237,2010-Q2,M2_gbm_poisson,407.074000,361.000000,1,False,2010-06,
16238,2010-Q2,B2_ma3,71.666700,126.000000,1,False,2010-06,
16238,2010-Q2,M2_gbm_poisson,227.962500,126.000000,1,False,2010-06,
16239,2010-Q2,B2_ma3,7.666700,0.000000,1,False,2010-06,
16239,2010-Q2,M2_gbm_poisson,13.252100,0.000000,1,False,2010-06,
16243B,2010-Q2,B2_ma3,68.333300,0.000000,1,False,2010-06,
16243B,2010-Q2,M2_gbm_poisson,19.101900,0.000000,1,False,2010-06,
16244A,2010-Q2,B2_ma3,35.000000,0.000000,1,False,2010-06,
16244A,2010-Q2,M2_gbm_poisson,19.610000,0.000000,1,False,2010-06,
16244B,2010-Q2,B2_ma3,84.666700,0.000000,1,False,2010-06,
16244B,2010-Q2,M2_gbm_poisson,20.930900,0.000000,1,False,2010-06,
16245A,2010-Q2,B2_ma3,2.333300,1.000000,1,False,2010-06,
16245A,2010-Q2,M2_gbm_poisson,9.545600,1.000000,1,False,2010-06,
16254,2010-Q2,B2_ma3,0.666700,0.000000,1,False,2010-06,
16254,2010-Q2,M2_gbm_poisson,6.002700,0.000000,1,False,2010-06,
16256B,2010-Q2,B2_ma3,89.000000,74.000000,1,False,2010-06,
16256B,2010-Q2,M2_gbm_poisson,62.508400,74.000000,1,False,2010-06,
16256C,2010-Q2,B2_ma3,35.333300,0.000000,1,False,2010-06,
16256C,2010-Q2,M2_gbm_poisson,34.823400,0.000000,1,False,2010-06,
16258A,2010-Q2,B2_ma3,26.000000,15.000000,1,False,2010-06,
16258A,2010-Q2,M2_gbm_poisson,29.396000,15.000000,1,False,2010-06,
16258B,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
16258B,2010-Q2,M2_gbm_poisson,4.334200,0.000000,1,False,2010-06,
16259,2010-Q2,B2_ma3,269.333300,39.000000,1,False,2010-06,
16259,2010-Q2,M2_gbm_poisson,368.337400,39.000000,1,False,2010-06,
17001,2010-Q2,B2_ma3,193.333300,144.000000,1,False,2010-06,
17001,2010-Q2,M2_gbm_poisson,49.047600,144.000000,1,False,2010-06,
17003,2010-Q2,B2_ma3,1956.000000,3350.000000,1,False,2010-06,
17003,2010-Q2,M2_gbm_poisson,1331.200500,3350.000000,1,False,2010-06,
17007B,2010-Q2,B2_ma3,0.000000,2.000000,1,False,2010-06,
17007B,2010-Q2,M2_gbm_poisson,2.216800,2.000000,1,False,2010-06,
17011A,2010-Q2,B2_ma3,3.000000,0.000000,1,False,2010-06,
17011A,2010-Q2,M2_gbm_poisson,9.936800,0.000000,1,False,2010-06,
17011B,2010-Q2,B2_ma3,1.000000,0.000000,1,False,2010-06,
17011B,2010-Q2,M2_gbm_poisson,23.774500,0.000000,1,False,2010-06,
17011C,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17011C,2010-Q2,M2_gbm_poisson,2.926600,0.000000,1,False,2010-06,
17011D,2010-Q2,B2_ma3,0.333300,0.000000,1,False,2010-06,
17011D,2010-Q2,M2_gbm_poisson,6.917900,0.000000,1,False,2010-06,
17011E,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17011E,2010-Q2,M2_gbm_poisson,3.555700,0.000000,1,False,2010-06,
17011F,2010-Q2,B2_ma3,9.666700,0.000000,1,False,2010-06,
17011F,2010-Q2,M2_gbm_poisson,18.834300,0.000000,1,False,2010-06,
17012A,2010-Q2,B2_ma3,74.333300,0.000000,1,False,2010-06,
17012A,2010-Q2,M2_gbm_poisson,18.097400,0.000000,1,False,2010-06,
17012B,2010-Q2,B2_ma3,12.000000,0.000000,1,False,2010-06,
17012B,2010-Q2,M2_gbm_poisson,40.619100,0.000000,1,False,2010-06,
17012C,2010-Q2,B2_ma3,5.000000,0.000000,1,False,2010-06,
17012C,2010-Q2,M2_gbm_poisson,8.431600,0.000000,1,False,2010-06,
17012D,2010-Q2,B2_ma3,0.333300,0.000000,1,False,2010-06,
17012D,2010-Q2,M2_gbm_poisson,5.259000,0.000000,1,False,2010-06,
17012E,2010-Q2,B2_ma3,3.000000,0.000000,1,False,2010-06,
17012E,2010-Q2,M2_gbm_poisson,15.681200,0.000000,1,False,2010-06,
17012F,2010-Q2,B2_ma3,8.333300,0.000000,1,False,2010-06,
17012F,2010-Q2,M2_gbm_poisson,18.404300,0.000000,1,False,2010-06,
17013B,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17013B,2010-Q2,M2_gbm_poisson,3.157500,0.000000,1,False,2010-06,
17013C,2010-Q2,B2_ma3,32.000000,0.000000,1,False,2010-06,
17013C,2010-Q2,M2_gbm_poisson,13.459800,0.000000,1,False,2010-06,
17013D,2010-Q2,B2_ma3,36.333300,98.000000,1,False,2010-06,
17013D,2010-Q2,M2_gbm_poisson,21.010300,98.000000,1,False,2010-06,
17013F,2010-Q2,B2_ma3,1.333300,0.000000,1,False,2010-06,
17013F,2010-Q2,M2_gbm_poisson,4.093900,0.000000,1,False,2010-06,
17014A,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17014A,2010-Q2,M2_gbm_poisson,3.591300,0.000000,1,False,2010-06,
17014C,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17014C,2010-Q2,M2_gbm_poisson,3.590700,0.000000,1,False,2010-06,
17014D,2010-Q2,B2_ma3,65.333300,1.000000,1,False,2010-06,
17014D,2010-Q2,M2_gbm_poisson,12.957500,1.000000,1,False,2010-06,
17014E,2010-Q2,B2_ma3,1.333300,1.000000,1,False,2010-06,
17014E,2010-Q2,M2_gbm_poisson,39.062900,1.000000,1,False,2010-06,
17014F,2010-Q2,B2_ma3,0.000000,2.000000,1,False,2010-06,
17014F,2010-Q2,M2_gbm_poisson,2.294500,2.000000,1,False,2010-06,
17021,2010-Q2,B2_ma3,264.000000,54.000000,1,False,2010-06,
17021,2010-Q2,M2_gbm_poisson,50.872500,54.000000,1,False,2010-06,
17027A,2010-Q2,B2_ma3,28.000000,0.000000,1,False,2010-06,
17027A,2010-Q2,M2_gbm_poisson,16.871200,0.000000,1,False,2010-06,
17033,2010-Q2,B2_ma3,706.333300,0.000000,1,False,2010-06,
17033,2010-Q2,M2_gbm_poisson,439.459000,0.000000,1,False,2010-06,
17038,2010-Q2,B2_ma3,72.333300,201.000000,1,False,2010-06,
17038,2010-Q2,M2_gbm_poisson,159.101200,201.000000,1,False,2010-06,
17039,2010-Q2,B2_ma3,763.333300,117.000000,1,False,2010-06,
17039,2010-Q2,M2_gbm_poisson,448.445700,117.000000,1,False,2010-06,
17061,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17061,2010-Q2,M2_gbm_poisson,2.648300,0.000000,1,False,2010-06,
17084A,2010-Q2,B2_ma3,8.333300,75.000000,1,False,2010-06,
17084A,2010-Q2,M2_gbm_poisson,12.488500,75.000000,1,False,2010-06,
17084G,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17084G,2010-Q2,M2_gbm_poisson,2.701300,0.000000,1,False,2010-06,
17084J,2010-Q2,B2_ma3,25.666700,25.000000,1,False,2010-06,
17084J,2010-Q2,M2_gbm_poisson,45.503100,25.000000,1,False,2010-06,
17084N,2010-Q2,B2_ma3,114.000000,351.000000,1,False,2010-06,
17084N,2010-Q2,M2_gbm_poisson,174.919900,351.000000,1,False,2010-06,
17084P,2010-Q2,B2_ma3,102.333300,26.000000,1,False,2010-06,
17084P,2010-Q2,M2_gbm_poisson,113.273500,26.000000,1,False,2010-06,
17084R,2010-Q2,B2_ma3,1260.000000,936.000000,1,False,2010-06,
17084R,2010-Q2,M2_gbm_poisson,846.120200,936.000000,1,False,2010-06,
17090A,2010-Q2,B2_ma3,7.333300,7.000000,1,False,2010-06,
17090A,2010-Q2,M2_gbm_poisson,11.224400,7.000000,1,False,2010-06,
17090D,2010-Q2,B2_ma3,9.000000,1.000000,1,False,2010-06,
17090D,2010-Q2,M2_gbm_poisson,12.200300,1.000000,1,False,2010-06,
17091A,2010-Q2,B2_ma3,238.000000,56.000000,1,False,2010-06,
17091A,2010-Q2,M2_gbm_poisson,97.979200,56.000000,1,False,2010-06,
17091B,2010-Q2,B2_ma3,29.000000,16.000000,1,False,2010-06,
17091B,2010-Q2,M2_gbm_poisson,31.862600,16.000000,1,False,2010-06,
17091F,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17091F,2010-Q2,M2_gbm_poisson,2.419100,0.000000,1,False,2010-06,
17091J,2010-Q2,B2_ma3,242.666700,60.000000,1,False,2010-06,
17091J,2010-Q2,M2_gbm_poisson,225.340900,60.000000,1,False,2010-06,
17096,2010-Q2,B2_ma3,486.333300,83.000000,1,False,2010-06,
17096,2010-Q2,M2_gbm_poisson,48.986300,83.000000,1,False,2010-06,
17107D,2010-Q2,B2_ma3,6.666700,12.000000,1,False,2010-06,
17107D,2010-Q2,M2_gbm_poisson,12.127300,12.000000,1,False,2010-06,
17108D,2010-Q2,B2_ma3,36.000000,0.000000,1,False,2010-06,
17108D,2010-Q2,M2_gbm_poisson,21.146200,0.000000,1,False,2010-06,
17109A,2010-Q2,B2_ma3,151.333300,0.000000,1,False,2010-06,
17109A,2010-Q2,M2_gbm_poisson,38.794100,0.000000,1,False,2010-06,
17109B,2010-Q2,B2_ma3,34.000000,0.000000,1,False,2010-06,
17109B,2010-Q2,M2_gbm_poisson,13.346100,0.000000,1,False,2010-06,
17109C,2010-Q2,B2_ma3,20.000000,0.000000,1,False,2010-06,
17109C,2010-Q2,M2_gbm_poisson,21.708600,0.000000,1,False,2010-06,
17109D,2010-Q2,B2_ma3,163.000000,79.000000,1,False,2010-06,
17109D,2010-Q2,M2_gbm_poisson,38.358400,79.000000,1,False,2010-06,
17129C,2010-Q2,B2_ma3,25.666700,0.000000,1,False,2010-06,
17129C,2010-Q2,M2_gbm_poisson,67.543100,0.000000,1,False,2010-06,
17129D,2010-Q2,B2_ma3,5.666700,0.000000,1,False,2010-06,
17129D,2010-Q2,M2_gbm_poisson,21.102100,0.000000,1,False,2010-06,
17129F,2010-Q2,B2_ma3,91.666700,195.000000,1,False,2010-06,
17129F,2010-Q2,M2_gbm_poisson,86.739700,195.000000,1,False,2010-06,
17136A,2010-Q2,B2_ma3,24.666700,0.000000,1,False,2010-06,
17136A,2010-Q2,M2_gbm_poisson,28.895700,0.000000,1,False,2010-06,
17164B,2010-Q2,B2_ma3,94.000000,118.000000,1,False,2010-06,
17164B,2010-Q2,M2_gbm_poisson,66.634600,118.000000,1,False,2010-06,
17164D,2010-Q2,B2_ma3,64.333300,0.000000,1,False,2010-06,
17164D,2010-Q2,M2_gbm_poisson,19.226000,0.000000,1,False,2010-06,
17165B,2010-Q2,B2_ma3,40.666700,130.000000,1,False,2010-06,
17165B,2010-Q2,M2_gbm_poisson,58.177700,130.000000,1,False,2010-06,
17165D,2010-Q2,B2_ma3,30.000000,111.000000,1,False,2010-06,
17165D,2010-Q2,M2_gbm_poisson,49.396800,111.000000,1,False,2010-06,
17174,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
17174,2010-Q2,M2_gbm_poisson,2.801000,0.000000,1,False,2010-06,
17178,2010-Q2,B2_ma3,19.666700,2.000000,1,False,2010-06,
17178,2010-Q2,M2_gbm_poisson,37.138400,2.000000,1,False,2010-06,
17181,2010-Q2,B2_ma3,65.333300,28.000000,1,False,2010-06,
17181,2010-Q2,M2_gbm_poisson,76.827800,28.000000,1,False,2010-06,
17191A,2010-Q2,B2_ma3,3.666700,3.000000,1,False,2010-06,
17191A,2010-Q2,M2_gbm_poisson,12.614000,3.000000,1,False,2010-06,
18007,2010-Q2,B2_ma3,919.333300,21.000000,1,False,2010-06,
18007,2010-Q2,M2_gbm_poisson,279.664400,21.000000,1,False,2010-06,
18010,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
18010,2010-Q2,M2_gbm_poisson,2.516300,0.000000,1,False,2010-06,
18094C,2010-Q2,B2_ma3,25.666700,20.000000,1,False,2010-06,
18094C,2010-Q2,M2_gbm_poisson,29.535700,20.000000,1,False,2010-06,
18096C,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
18096C,2010-Q2,M2_gbm_poisson,3.556000,0.000000,1,False,2010-06,
18097A,2010-Q2,B2_ma3,0.333300,0.000000,1,False,2010-06,
18097A,2010-Q2,M2_gbm_poisson,4.917400,0.000000,1,False,2010-06,
18097B,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
18097B,2010-Q2,M2_gbm_poisson,2.124000,0.000000,1,False,2010-06,
18097C,2010-Q2,B2_ma3,35.000000,147.000000,1,False,2010-06,
18097C,2010-Q2,M2_gbm_poisson,40.686200,147.000000,1,False,2010-06,
18098A,2010-Q2,B2_ma3,0.000000,0.000000,1,False,2010-06,
18098A,2010-Q2,M2_gbm_poisson,2.120700,0.000000,1,False,2010-06,
